CAS,Median PR,Class,ETA_Psi_1,ATS3m,ETA_Beta,ATS8m,GATS5c,ATSC3e,MDEC-22,SubFP40,FP871,piPC7,SIC2,ExtFP612,GATS6v,GATS2v,khs.dssS,khs.sNH2,ATSC8c,khs.aaaC,AATSC8m,ExtFP785,MACCSFP102,minHCsatu,SCH-6,ExtFP557,FP777,AATS6v,GraphFP912,ExtFP738,ExtFP446,AATSC5e,SsssCH,MDEC-14,FP97,FMF,ATSC7c,GraphFP648,FP669,nCl,nbRotBd,ExtFP570
13560-92-4,92.45108135942328,1,0.5984,40741.052682,23.0,24323.804799999994,0.7756850823716964,3.815380124178221,0.0,0,0,6.58063913728495,0.6393781773574435,0,1.5765809965830218,0.6370958147605355,0,0,0.2743288841894549,0,254.1987743208045,1,0,0.0,1.553179585435022,0,0,290.9538250327682,0,0,0,-0.0607773481048616,7.627047745023935,0.0,0,0.5862068965517241,-0.2603925441357282,0,0,12,0,0
135821-74-8,92.45108135942328,1,0.60118,41061.9236120001,23.0,29947.416241999985,0.7014457224965284,4.543561265306115,2.6207413942088964,0,0,5.91620206260743,0.6026092355384952,0,1.455665948058763,0.6352117062527276,0,0,-0.2600466940644931,0,50.52629965731257,1,0,0.0,1.1991901088165218,0,0,224.37318931544863,0,0,0,-0.0349732792696027,4.844399162957363,0.0,0,0.5294117647058824,-0.3692478356796168,0,0,12,0,0
13674-87-8,4.411764705882353,0,0.52996,10578.42601758,14.25,16844.413871999954,1.1162609771446033,-0.4149332448979594,3.114327349038794,0,0,3.2188758248682,0.5081252808234037,0,1.1029494183056083,1.081965485773027,0,0,0.0504205549404404,0,0.0315272627404297,0,1,0.0,0.0,0,0,235.7130656815113,0,0,0,-0.0008158962585033,0.523725539598555,0.0,0,0.0,-0.1708328744042614,0,0,6,12,0
14609-54-2,0.0,0,0.56836,17840.298124,91.0,30018.40720400008,0.8809089551648113,-0.8962635298765013,0.0,0,1,8.73026620465268,0.5610933716244528,0,1.0497103279601383,0.9108876322751336,0,0,2.334192082114749,4,3.905187499163037,1,0,0.0,0.8776643872851508,0,1,218.86594399191767,0,0,0,-0.0148713753851503,0.0,0.0,0,0.8,-0.8280540708461018,0,0,0,8,0
1806-26-4,92.2483917972776,1,0.65089,2845.134367,14.25,1376.6799149999974,0.406769831905916,0.0108957428780124,16.5537018393787,0,0,3.89817759860609,0.6380050888174538,0,0.96481949468188,1.2587430267639583,0,0,0.0001271411903767,0,-0.1772542536558759,1,0,0.0,0.0833333333333333,0,0,120.9726540841959,1,0,0,0.0021124172238766,0.0,0.0,1,0.4,0.0001970168030012,0,0,0,7,0
183658-27-7,92.45108135942328,1,0.81818,31534.693432,20.75,9213.222646000006,1.158141667170634,1.0942809999999985,4.914609993978386,0,0,5.05902855411283,0.7210033306012061,0,0.8542440949371722,0.7522720867415597,0,0,0.0287939033620662,0,-74.68897792764928,1,0,0.0,0.0453609211626514,0,0,167.78989604552123,0,0,0,0.0193697764705882,0.5476779969532394,0.0,0,0.2857142857142857,-0.0609270673965978,0,0,0,8,0
20427-84-3,91.8181818181818,1,0.59322,4474.85971900002,18.75,3119.487360000004,0.6922236968460359,1.1847637146776375,24.333667821301773,0,0,4.64799018317102,0.6471035148491616,0,0.912609775155902,1.2383294334671051,0,0,0.0404261601550695,0,-0.6451010549280516,1,0,0.0,0.0833333333333333,0,1,123.91246340306984,1,0,1,0.0012227652565158,0.0,0.0,1,0.2727272727272727,-0.1009376981797515,0,0,0,14,0
206-44-0,84.375,1,0.71429,4505.556245,25.5,6.0963840000000005,1.17067397579863,0.0186640710059176,13.893595587227583,0,0,7.6094362554049,0.4703518767585289,0,1.2574404761904756,0.8463541666666664,0,0,0.0056784223421852,2,45.84748269822489,0,0,0.0,0.4378968185089305,0,0,138.9307352485419,0,0,0,-0.0018269554538349,0.0,0.0,0,1.0,0.0006506679287003,0,0,0,0,0
23488-38-2,92.45108135942328,1,1.07692,25441.155663,14.0,0.0,0.9104427139035132,0.2352867407407411,0.0,0,0,3.84079549613978,0.5269062927184989,0,1.5331638248245838,0.3707598281044708,0,0,0.0,0,0.0,1,0,0.0,0.037037037037037,0,0,114.73661637051865,0,0,0,-0.0297062469135801,0.0,0.0,0,0.5,0.0050316727738013,0,0,0,0,0
2385-85-5,92.45108135942328,1,0.57437,45915.835368,16.0,0.0,0.5788609315286524,-3.610285140495864,0.0,0,0,6.55250788703459,0.4903549449600559,0,0.0,1.1,0,0,0.0,0,0.0,0,0,0.0,3.5625,0,0,503.97095841309095,0,0,0,0.0494108367768593,0.0,0.0,0,0.4545454545454545,0.0,0,0,12,0,0
26040-51-7,92.45108135942328,1,0.72539,35715.3664300002,28.5,20982.578090000017,1.1764460578741391,1.6430299090909228,8.319504142882373,0,0,5.75316769983694,0.5963714305404663,0,0.9412151219460386,0.8655739600489109,0,0,0.1551612978217974,0,-58.88127151379255,1,0,0.0,0.037037037037037,0,0,177.23249403689542,0,0,0,0.0383019775264606,0.8255033536204522,0.0,0,0.1875,-0.2648805049307596,0,0,0,16,0
31107-44-5,92.45108135942328,1,0.57016,40348.666085,22.0,8796.917500000001,0.9971176936454252,-0.0767268491155091,0.0,0,0,6.38012253689976,0.7004820005555936,0,0.8952458082245331,0.5953101985504612,0,0,0.1219740509714429,0,245.1396287460977,0,0,0.0,1.3455119064137897,1,0,403.0520650150237,0,0,0,-0.0560644660369808,3.6089231824417,0.0,0,0.4838709677419355,0.162325744522333,0,0,12,0,0
3278-89-5,92.45108135942328,1,0.87748,10220.641605,16.0,1068.5486079999996,0.5752682021470222,0.1895361900000006,1.9692593638364124,0,0,4.12309397550809,0.8293020247188075,0,1.0885781626455415,0.652805066644064,0,0,0.0221747694951727,0,-2.22076482250003,1,0,0.6216014739229025,0.0555555555555555,0,1,203.4275705372884,0,0,0,-0.0034435579166666,0.0,0.0,1,0.4615384615384615,-0.0384666010368398,0,0,0,3,0
3322-93-8,92.45108135942328,1,1.07692,21645.816607,6.0,0.0,1.1542096148902057,0.0999964166666661,2.449489742783178,0,0,2.484906649788,0.6817535766546096,0,1.14537552625327,1.0001388068690258,0,0,0.0,0,0.0,0,0,0.0,0.0680413817439771,0,0,195.0140114628262,0,0,0,-0.003339824074074,5.377614743428236,0.0,0,0.5,0.004076311091308,0,0,0,2,0
35109-60-5,92.45108135942328,1,0.99138,19246.118021,16.0,8574.011231999997,0.7590956512360592,0.0546593181818185,1.6509636244473136,0,0,4.23772314506745,0.8496048909370342,0,0.8512063958574682,0.7929128855369997,0,0,-0.0033154695922422,0,49.11322132782366,1,0,0.0,0.0555555555555555,0,1,288.05185045525445,0,0,0,-0.0055502783134373,1.0339978190350212,0.0,1,0.4,-0.0203040090670868,0,0,0,4,0
375-73-5,6.3909774436090325,0,0.26147,11298.9590755784,13.25,0.0,0.7752766745242169,0.8761842499999981,0.0,0,0,0.0,0.7767760611685901,0,0.786937183349525,1.1842486282006914,0,0,0.0,0,0.0,0,1,0.0,0.0,0,0,168.72367584327574,0,0,0,0.0209498928571428,0.0,0.0,0,0.0,-0.1151931774102759,0,0,0,4,0
37853-59-1,93.3023040049482,1,0.90384,20244.256257,28.5,12047.826234000002,0.955398801352256,0.1061037377777758,3.424111710429462,0,0,4.89034912822175,0.6229127596336597,0,1.341727586929274,0.5993073830606999,0,0,0.0036122677215171,0,-307.51946367460334,1,0,0.0,0.1111111111111111,0,1,201.49151827101647,0,0,0,-0.0083278622222221,0.0,0.0,1,0.7272727272727273,-0.1402224151128127,0,0,0,5,0
38521-51-6,92.45108135942328,1,1.21052,39744.523037,15.0,0.0,0.7486208672835386,0.011777333333333,0.0,0,0,4.27492849911751,0.6525023761950111,0,3.1023474399259703,0.7584228614642363,0,0,0.0,0,0.0,1,0,0.0,0.037037037037037,0,0,333.04730542393673,0,0,0,-0.0013444444444445,0.0,0.0,0,0.4615384615384615,0.0,0,0,0,1,0
39569-21-6,92.45108135942328,1,1.02087,32695.419927,14.75,0.0,0.5885665476239834,0.1993550533333328,0.0,0,0,3.84079549613978,0.7140968059357052,0,3.8627965776070834,0.3539409899956012,0,0,0.0,0,0.0,1,0,0.0,0.037037037037037,0,0,147.8667267712162,0,0,0,-0.0171787344444444,0.0,0.0,0,0.5,0.0,0,0,1,0,0
51805-45-9,7.199734571997343,0,0.48077,3830.322034722,13.5,3156.4513080000006,0.515044417696141,-1.6326945140478677,6.3771225031289545,0,0,2.94443897916644,0.6122617409642391,1,0.9518882434125312,1.4159075328308257,0,0,1.513350010363082,0,39.53004836711533,0,0,0.5880472971081436,0.0,0,0,134.926027434921,1,1,0,0.0236977400208115,0.0,0.0,0,0.0,-1.0628564184040183,1,0,0,9,0
51936-55-1,92.45108135942328,1,0.70998,31969.264306,14.5,5736.6608,0.8652577817781267,2.700951948576675,2.6207413942088964,0,0,5.2257466737132,0.6876220337918441,0,1.181532661346358,0.7514608633903614,0,0,0.0227143963186076,0,458.85871625619785,1,0,0.0,0.599595054408261,0,0,225.62672973970123,0,0,0,-0.0295544725803489,5.140954725511604,0.0,0,0.6190476190476191,0.0476643576148532,0,0,6,0,0
583-53-9,92.45108135942328,1,0.98837,10917.340715,11.0,0.0,1.5561607834593658,0.1287742499999999,3.965406456500188,0,0,2.15103519486684,0.5350950905814501,0,0.0,0.7627439256189512,0,0,0.0,0,0.0,1,0,0.0,0.0833333333333333,0,0,0.0,0,0,0,-0.0429247499999999,0.0,0.0,0,0.75,0.0,0,0,0,0,0
608-90-2,92.45108135942328,1,1.20331,35753.959307,14.0,0.0,0.3111198057134919,-0.1673656875000004,0.0,0,0,3.44601139745195,0.4976786026332263,0,0.0,0.6398231908042497,0,0,0.0,0,0.0,1,0,0.0,0.0453609211626514,0,0,0.0,0,0,0,0.0230278124999998,0.0,0.0,0,0.5454545454545454,0.0,0,0,0,0,0
615-54-3,92.45108135942328,1,1.07692,12971.634763,12.0,0.0,0.5799300727424272,-0.2156446874999997,1.6509636244473134,0,0,2.15103519486684,0.59298098188371,0,0.0,0.6634054277256489,0,0,0.0,0,0.0,1,0,0.0,0.0680413817439771,0,0,0.0,0,0,0,0.0391208125,0.0,0.0,0,0.6666666666666666,0.0,0,0,0,0,0
636-28-2,92.45108135942328,1,1.14679,21250.507627,13.0,0.0,0.0,-0.3143579999999998,0.3333333333333333,0,0,2.78423933945976,0.5350950905814501,0,0.0,0.6144811201521915,0,0,0.0,0,0.0,1,0,0.0,0.0555555555555555,0,0,0.0,0,0,0,0.1047859999999999,0.0,0.0,0,0.6,0.0,0,0,0,0,0
78-30-8,83.03186907838071,1,0.60918,8457.41326129199,36.75,6646.3443029999935,2.435802817849684,-0.2315528773200512,13.068179445467196,0,0,5.82701360541717,0.5572456065569897,0,0.5854861154791431,0.8735392506906594,0,0,0.0483981903489607,0,-12.500167617156468,1,1,0.0,0.25,0,0,200.95544396786988,0,0,0,-0.0069782271456341,0.0,0.0,0,0.8461538461538461,-0.0026844885059675,0,0,0,6,0
78-40-0,36.17920540997464,0,0.50473,3196.314859722,8.25,27.433728,1.2031647302067765,-0.8079367411242584,0.75,0,0,0.0,0.5229271006057488,0,1.5293778120867767,0.9115360196182304,0,0,0.0173546151767314,0,35.975894190545404,0,1,0.0,0.0,0,0,113.01453621188236,0,0,0,-0.0993986087771199,0.0,0.0,0,0.0,0.0333435514196191,0,0,0,6,0
78-42-2,90.21612450815532,1,0.6187,7927.25025172202,17.25,7797.570267864021,2.107601400674058,0.9447383160937536,18.77686179985849,0,0,3.68887945411394,0.4856070882085338,0,1.061432819908941,1.2391437002915948,0,0,0.1701657920021031,0,-4.391108632183823,0,1,0.0,0.0,0,0,134.0580974738352,0,0,0,-0.0021583154270837,1.3414869018467497,0.0,0,0.0,-0.2567295059635377,0,0,0,21,0
78-51-3,69.06854137984803,1,0.52782,6492.98558272202,17.25,6481.960954722019,1.1147670028334336,1.44318010863904,17.712985460186182,0,0,3.43398720448515,0.5283055773270138,0,1.2201872281715396,1.1562407182839434,0,0,0.2394982450483436,0,-7.9610137275016095,0,1,0.0,0.0,0,0,141.0976316972735,0,0,0,0.0272238664316948,0.0,0.0,0,0.0,-0.4166815994429959,0,0,0,21,0
791-28-6,44.64285714285714,0,0.70938,6977.420327868,30.75,747.7480110000001,1.5394708395354797,0.3681065216326526,26.958891049178693,0,0,6.30581897847558,0.4017690966119497,0,1.161379875711965,1.007792759835587,0,0,0.0035121072285413,0,10.390452995815098,0,1,0.0,0.3061862178478973,0,0,182.5723521617149,0,0,1,-0.0055681304081632,0.0,0.0,0,0.95,-0.0069047152997162,1,0,0,3,0
80-05-7,87.3941798941799,1,0.60794,4519.536538,22.5,1090.5417729999983,0.293495193528244,-0.455816859504131,8.691901917570458,0,0,5.53782627194851,0.6064651868729705,0,0.8841144146862326,0.9048741883018836,0,0,0.0184425582913852,0,9.524362049586786,0,0,0.0,0.1666666666666666,0,0,132.1799383559887,1,0,0,0.0052997531211534,0.0,2.0,1,0.7647058823529411,-0.1036603856079662,0,0,0,2,0
85-22-3,93.51923076923076,1,1.13074,38156.015039,15.0,0.0,0.7961766005364744,0.7408964444444438,0.0,0,0,4.27492849911751,0.6653361675159981,0,2.5162930286027434,0.4600057793324523,0,0,0.0,0,0.0,1,0,0.0,0.037037037037037,0,0,172.74589559569097,0,0,0,-0.0233086520061728,0.0,0.0,0,0.4615384615384615,-0.0088858900899505,0,0,0,1,0
87-82-1,92.54424779,1,1.24999,50257.410987,15.0,0.0,0.0,-0.1677967500000005,0.0,0,0,3.84079549613978,0.2789429456511298,0,0.0,1.2222222222222223,0,0,0.0,0,0.0,1,0,0.0,0.037037037037037,0,0,0.0,0,0,0,0.0559322499999997,0.0,0.0,0,0.5,0.0,0,0,0,0,0
87-83-2,92.45108135942328,1,1.16412,37849.283325,14.5,0.0,0.6383830026476466,0.2465512133333327,0.0,0,0,3.84079549613978,0.6054933386198771,0,3.672368026199043,0.3586831803526812,0,0,0.0,0,0.0,1,0,0.0,0.037037037037037,0,0,147.8667267712162,0,0,0,-0.0233918544444444,0.0,0.0,0,0.5,0.0,0,0,0,0,0
91-20-3,98.58333333333334,1,0.71429,1979.407596,15.5,0.0,1.165044036751091,-0.0169818271604935,11.678631656953222,0,0,5.61449578382944,0.4404375780076933,0,0.7650000000000001,1.0199999999999998,0,0,0.0,2,0.0,0,0,0.0,0.1666666666666666,0,0,64.54489320676558,0,0,0,-0.0001064691358025,0.0,0.0,0,1.0,0.0018815736227073,0,0,0,0,0
94-13-3,96.84136182681442,1,0.52631,2853.896167,15.5,512.020702,1.378523632694573,-0.3415222400000001,5.03405078222385,0,0,4.31331274212583,0.821227129747355,0,1.2405883018010668,1.0347656703161947,0,0,-0.0162356613233612,0,0.5252920224000164,0,0,0.0,0.0833333333333333,0,0,158.55092647345936,1,0,0,-0.0285138448516127,0.0,0.0,1,0.4615384615384615,-0.1325574624746255,0,0,0,4,0
94-26-8,58.593970132431664,1,0.53719,3050.652896,16.0,871.1593439999997,1.4722581288330798,-0.1923100408163263,6.525200882609978,0,0,4.35269436927093,0.8012354585841857,0,1.239429431521672,1.0826609965958478,0,0,-0.0229467709575788,0,-6.917809020901896,0,0,0.0,0.0833333333333333,0,0,170.6131454589243,1,0,0,-0.0279840040816326,0.0,0.0,1,0.4285714285714285,-0.1420339371955312,0,0,0,5,0
99-76-3,98.3134396627349,1,0.5,2426.625081,14.5,60.488064,1.1162237411140912,-0.4226707146814403,3.3019272488946267,0,0,4.15005516923611,0.7924079020808124,0,1.116647927758606,0.8258631582978588,0,0,-0.052090027123858,0,-48.95800092243768,0,0,0.0,0.0833333333333333,0,0,115.30169275546076,1,0,0,-0.0260892158146562,0.0,0.0,1,0.5454545454545454,-0.1134737980785096,0,0,0,2,0
99717-56-3,92.45108135942328,1,0.93846,11801.007381,17.0,7372.654592000001,0.7392391440042272,0.0172052400000002,0.944940787421155,0,0,4.22683374526818,0.8293020247188075,0,0.6743400427569259,0.5695962690989003,0,0,0.0415606967410444,0,623.8388177974999,1,0,0.6164574410010919,0.0555555555555555,0,0,293.1195890331656,0,0,0,-0.0069743516666666,0.0,0.0,1,0.4285714285714285,-0.0770071873705499,0,0,0,3,0
100-41-4,0.0,0,0.71429,1250.044159,10.0,0.0,0.934348981619134,-0.0131755555555553,7.732315986074721,0,0,2.78423933945976,0.6653361675159981,0,0.6375000000000002,1.0837499999999998,0,0,0.0,0,0.0,1,0,0.0,0.1020620726159657,0,0,58.96803507745969,0,0,0,-3.659876543215143e-05,0.0,0.0,0,0.75,0.0021095628292111,0,0,0,1,0
1031-07-8,0.0,0,0.51066,22586.239531,17.75,0.0,1.014451025969458,-0.2929192499999975,0.3333333333333333,0,0,5.42934562895444,0.7708888654040704,1,0.9337712077262458,0.5296081693186183,0,0,0.0,0,0.0,0,1,0.0,0.5995950544082609,0,0,324.6042394189068,0,0,0,-0.0473670931372549,0.966531207133059,0.0,0,0.6,0.1803125654529606,0,0,6,0,0
106-46-7,0.0,0,0.63525,2377.775395,11.5,0.0,0.0,-0.53456275,3.3019272488946267,0,0,0.0,0.5350950905814501,0,0.0,0.8617279017726266,0,0,0.0,0,0.0,0,0,0.0,0.0833333333333333,0,0,0.0,0,0,0,0.1781875833333334,0.0,0.0,0,0.75,0.0,0,0,2,0,0
107-02-8,0.0,0,0.51402,247.660437,4.75,0.0,0.0,-0.0681,1.0,0,0,0.0,0.9166666666666666,0,0.0,1.2326165871142485,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,1,0
107-06-2,0.0,0,0.5822,1403.701156,2.0,0.0,0.0,0.0110775625000001,1.0,0,0,0.0,0.5,0,0.0,1.166666666666667,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,2,1,0
107-13-1,0.0,0,0.59375,208.603437,7.75,0.0,0.0,-0.0219,1.0,0,0,0.0,0.8982265179691364,0,0.0,1.1556992208503098,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0
108-60-1,0.0,0,0.56434,2951.1483,5.0,0.0,0.3925305186667634,-0.2457919999999934,0.25,0,0,0.0,0.5933400093427682,0,0.6803629068604715,1.0700111188798436,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,70.35210304871443,0,0,0,0.0023939999999998,1.0587688614540465,0.0,0,0.0,0.0,0,0,2,4,0
108-88-3,74.29677419354839,1,0.71429,943.312445,9.5,0.0,0.6865303783513905,-0.0518589866666662,6.083643418932058,0,0,0.0,0.6054933386198771,0,0.0,1.0156250000000002,0,0,0.0,0,0.0,1,0,0.0,0.1020620726159657,0,0,31.083744430930263,0,0,0,0.0014756622222221,0.0,0.0,0,0.8571428571428571,0.0,0,0,0,0,0
108-90-7,0.0,0,0.66496,1480.974599,10.25,0.0,1.5366404185432303,-0.1299831874999999,6.083643418932058,0,0,0.0,0.4976786026332263,0,0.0,1.0099833909599538,0,0,0.0,0,0.0,0,0,0.0,0.1020620726159657,0,0,0.0,0,0,0,-0.0216463541666666,0.0,0.0,0,0.8571428571428571,0.0,0,0,1,0,0
108-95-2,92.9796918767507,1,0.58823,998.723637,10.25,0.0,1.404065776811365,-0.1844648520710055,6.083643418932058,0,0,0.0,0.6182464502057431,0,0.0,1.1857882732624223,0,0,0.0,0,0.0,0,0,0.0,0.1020620726159657,0,0,31.083744430930263,1,0,0,-0.0076227928994083,0.0,0.0,1,0.8571428571428571,0.0,0,0,0,0,0
111-44-4,0.0,0,0.53451,1686.856574,4.0,0.0,0.5252513915799657,0.2258126400000016,2.94168275343288,0,0,0.0,0.6245948969456039,0,1.0451973977995064,1.106624711132323,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,125.43893248486216,0,0,0,-0.0115397955555556,0.0,0.0,0,0.0,0.0,0,0,2,4,0
111-91-1,48.96153846153846,0,0.49922,2119.612904,5.5,1403.701156,0.9652295341869236,0.142693130193907,3.68599400796656,0,0,1.09861228866811,0.6778614869719689,0,1.0713314386412292,1.0230923152319882,0,0,0.0043653856982311,0,11.435669444444413,0,0,0.0,0.0,0,0,159.3157750770554,0,0,0,0.0084264639889197,0.0,0.0,0,0.0,-0.0249559083003129,0,0,2,6,0
117-81-7,78.88888888888889,1,0.58823,7088.26841400002,24.5,6443.4654180000025,1.3889705272387554,0.7573069090909167,16.3074637616075,0,0,5.23627572560905,0.5963714305404663,0,1.0697572032675324,1.1518377550198162,0,0,0.1462799637370138,0,-1.8987956241322232,0,0,0.0,0.0833333333333333,0,0,150.10546953836229,0,0,0,0.012999341162824,0.7349848502657498,0.0,0,0.2142857142857142,-0.1956191549466941,0,0,0,16,0
118-74-1,0.0,0,0.5822,13082.486763,16.5,0.0,0.0,-0.398580750000001,0.0,0,0,3.84079549613978,0.2789429456511298,0,0.0,1.2222222222222223,0,0,0.0,0,0.0,0,0,0.0,0.037037037037037,0,0,0.0,0,0,0,0.1328602499999997,0.0,0.0,0,0.5,0.0,0,0,6,0,0
121-14-2,0.0,0,0.43445,3300.588278,20.0,0.0,1.1196994829347384,-0.4558461939058225,1.6509636244473134,0,0,4.86825534439525,0.8078347747194923,0,0.5972611093746485,0.9226319932239758,0,0,0.0,0,0.0,1,1,0.0,0.0680413817439771,0,0,172.35889981471598,0,1,0,-0.0462304195752537,0.0,0.0,0,0.4615384615384615,-0.0187041307866995,0,0,0,2,0
122-66-7,0.0,0,0.64151,2736.158551,21.0,778.8984039999998,1.535076582461382,-0.0639435502958568,12.737873119605036,0,0,4.72184149279178,0.4867169578010953,1,0.9612149911513612,1.1582788985253922,0,0,-0.0009622087537968,0,-3.084629276415881,0,0,0.0,0.2041241452319315,0,0,193.8098894708557,0,0,0,-0.0045456617876051,0.0,0.0,0,1.0,0.0111485531565862,0,0,0,3,0
124-48-1,0.0,0,1.07237,0.0,1.75,0.0,0.0,0.0,0.0,0,0,0.0,0.6277293767706428,0,0.0,1.3329849668782678,0,0,0.0,0,0.0,0,0,0.0,0.0,0,1,0.0,0,0,0,0.0,1.464506172839506,0.0,0,0.0,0.0,1,0,1,0,0
127-18-4,10.887096774193548,0,0.55556,5026.81,5.0,0.0,0.0,0.2361960000000006,0.0,0,0,0.0,0.355245321275764,0,0.0,1.25,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,4,0,0
131-11-3,0.0,0,0.49223,3561.0427,17.5,78.738912,0.7718687196665879,-0.1286815833333336,3.965406456500188,0,0,4.7996570280525,0.6591232116726949,0,1.446942142979416,0.6507301091447253,0,0,0.0245199322962486,0,11.202486548611128,0,0,0.0,0.0833333333333333,0,0,134.12406213265268,0,0,0,0.0324437884615384,0.0,0.0,0,0.4285714285714285,-0.1712666349964504,0,0,0,4,0
14265-45-3,56.06060606060606,1,0.34161,0.0,3.75,0.0,0.0,0.0,0.0,0,0,0.0,0.5,0,0.0,0.0,1,0,0.0,0,0.0,0,1,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0
